gene  z1         z2       z3          z4        z5          z6      z7        z8         z9        z10    z11         z12       z13       z14        z15      z16       z17      z18        z19        z20       z21     z22        z23       z24       z25      z26        z27       z28        z29      z30       z31      z32       z33       z34       z35       z36       z37       z38        z39       z40      z41       z42        z43      z44        z45      z46       z47      z48         z49       z50      z51       z52        z53       z54      z55        z56      z57        z58      z59       z60        z61      z62      z63              
 335  -1.27871  -0.94071  -1.27422  -0.26958  -0.78669  -0.98792  -0.62952  -0.93815  -1.08073  -1.37496  -0.94733  -0.64379  -0.57261  -0.70184  -0.56992  -0.36464  -0.65855  -0.98792  -0.98230  -1.68255  -0.15330  -0.21115  -1.05199   1.23211  -0.48621   0.67394   0.69791   0.37046  -0.03475   0.70658   0.58629  -0.56186  -0.53606  -0.27807  -2.14730  -2.40186  -1.99262  -1.58348  -1.61456  -2.48292  -1.85151  -1.95582  -1.79369  -1.45094  -1.87081  -1.73316  -2.15546  -1.93517  -1.02110  -2.10497  -1.00676  -1.91905  -1.22384  -0.42495  -1.61708  -1.07720  -1.73884  -1.37595  -1.68309  -2.04565  -0.53828  -1.83447  -0.98551
 336   0.95736   1.10915   1.59319   0.57875   0.56130   0.49895   1.79092   1.54815   1.65500   0.27475   1.00635   0.70315   0.48498   1.53808   0.50838   0.78203   0.70211   1.47780   1.45487   0.45368   1.00635   1.09731   1.76547  -0.82565   0.00856   0.54049   0.57369  -0.20144  -0.44161  -0.16046  -0.17287   0.47661   0.65375   0.72304   0.38974   0.48498   0.38325   0.51474   0.60524  -0.03843   0.30428   0.17647   0.75120  -0.67708  -0.21088   0.31090   0.55566   0.29073  -0.62708  -0.09426   0.54049   0.21241   0.45187   0.25773   0.99870   0.54049   0.53162  -0.01588   0.52203  -0.03843   0.73280   0.22686   0.03445
 337  -0.22872  -0.11586  -0.13091  -0.58748  -0.25897  -0.02307   0.56130  -0.50775  -0.32435  -0.60121  -0.32227  -0.62419   0.20327  -0.33052   0.07418   0.00568   0.22174   0.43777   0.47884  -0.56194   0.07946   0.72209  -0.65422  -0.51936  -0.88904  -0.59149  -0.78318  -0.20727  -0.26958  -0.19754  -0.23319   0.21793  -0.38691  -0.05525  -0.68172  -1.10098  -1.01108  -0.57208  -1.68255  -0.56282  -0.89569  -1.15550  -0.86353   0.17572   0.03773  -0.67335  -0.27424  -0.94766  -1.00711  -1.09155   0.42285  -0.83645   0.11538   0.12478  -0.27701   0.20559   0.15156  -0.37753   0.12197  -0.72062   0.41499   0.09485   0.20612
 338  -2.30209  -1.87635  -1.61582  -1.68255   0.33733  -0.83023  -1.54062  -1.19924  -1.39312  -0.25119  -1.38051  -1.46329  -1.08753  -1.87146  -1.57010  -1.13460  -0.98604  -0.87589  -0.86608  -1.22384  -0.65489  -1.47382  -1.36669  -1.72093  -2.24958  -1.95582  -1.84643  -2.20685  -2.53907  -2.23135  -2.21437  -2.09232  -0.29296  -0.88201  -1.82016  -1.27961  -0.94830  -2.17244  -2.13707  -2.75673  -2.28575  -2.40351  -2.23135  -0.11558   0.28122   0.04009  -0.07107  -0.55949  -0.33813  -0.63027  -0.75280  -0.46765  -0.49430  -1.11964  -0.21400  -0.48621   0.88031  -0.30442  -0.13559  -0.31567  -0.96548   0.70828  -0.45610
 339  -1.25544  -0.75897  -0.66049  -0.15414  -1.39807  -1.32351  -0.99872  -1.80061  -1.43192  -2.30209  -1.55143  -0.73465  -1.39959  -0.53833  -0.83218  -0.83645  -1.32944  -0.84679  -0.86016  -1.10490  -0.98578  -0.81250  -0.56555  -0.89637  -1.10603  -0.52560  -0.70068  -0.71366  -1.04755  -1.05199  -0.97240  -1.36669  -0.59875  -0.69245  -1.06510  -0.95063  -1.22078  -1.50713  -1.17506  -2.07704  -1.47666  -1.65566  -1.11903  -0.93854  -1.50149  -0.96207  -1.29673  -0.86347  -1.23409  -1.37654  -1.40447  -1.37042  -1.79040  -0.89882  -0.86347  -0.44957  -1.54109  -1.19237  -2.04565  -1.85790  -0.69015  -2.30915  -1.51687
 340  -0.70917  -0.48200  -0.38824  -0.90313   0.54014  -0.00181  -1.17393  -0.14059  -0.29323  -0.10820  -0.20862  -0.43294   0.55224  -1.04527  -0.55243  -0.61019  -0.41885  -0.49758  -0.46952  -0.71417  -0.18351   0.09390  -0.81126  -0.88953  -0.61675  -0.96969  -1.44626  -0.36269  -0.17287  -0.55949  -0.58735  -0.84050  -1.01957  -0.91342  -0.89686  -1.00909  -1.09312  -0.24942  -1.15265  -1.65137  -0.61555  -1.12332  -1.57345  -0.44457  -0.06550  -0.69055  -0.91267  -0.53768  -0.51894  -1.29499  -1.37358  -0.95063  -0.97963  -0.83218  -1.06553  -0.84410  -0.09212  -0.16164  -0.59403  -0.59403  -0.87253  -1.00233  -2.26010
 341   0.52203  -0.13445  -0.18827  -0.91923   0.84726   0.11978  -0.36011   0.78203   0.45882   0.23171   0.05434  -0.35226   0.42518  -1.05564   0.36450   0.22932   0.32783  -0.25897  -0.25897  -0.14474  -0.25968  -0.28842  -0.73668  -0.35226  -0.39705  -0.01359  -0.86608   0.28552   0.00145  -0.25084   0.01779  -0.28878  -0.58255   0.01079   0.98182   0.41009   0.11978   0.58336   0.18897   0.29390   0.24177   0.44693   0.13837   1.05260   0.61621  -1.14366   0.06821   0.41706  -0.20028   0.47884  -0.85122   0.31218   0.44427   0.39285   0.01919   0.10890   1.53337   0.06353  -0.04416  -0.11071  -0.15152  -0.76604  -2.10579
 342   0.33733   0.86800   0.02342   0.59650  -0.23743  -0.04103   0.56452   0.18220   0.27945  -0.27358   0.22833   0.11015   0.46296   1.13198   0.95736   0.97250   0.43722   1.34441   1.18277   0.37833   1.06137   1.29561   0.89623   0.32977   0.51106   0.53162   0.75595   0.50958   0.60199   0.51498   0.66212   0.91045   1.29561   1.04560   0.36068   0.55281   0.43887   0.44693   0.50386   0.30884   0.58545   0.68095   0.78093   0.11649   0.26727   0.55566   0.81330   0.67394   0.57875   0.70315   0.51106   0.96124  -0.28842   0.83064   0.60524   1.07470  -0.13622   0.44263  -0.17769  -0.19681   0.76062   0.27945   0.28856
 343  -0.12812   0.05373  -0.32355   0.34146  -0.12812  -0.03698   0.07849  -0.31577  -0.26449   0.22638  -0.40497  -0.25373  -0.98792  -0.38655   0.91725   0.46916  -0.21921   0.48627   0.42752   0.43162   0.62262  -0.14007  -0.43765  -0.36061   0.54049   0.27774   0.13837   0.30649   0.91045   0.60862   0.31660   0.60199  -0.13622   0.11060   0.25442   0.70658   0.19404   0.79163  -0.25141   1.25143   0.08627   0.32783  -0.44115   0.12478  -0.26631  -0.60817  -0.15976   0.28728   1.03048   0.78093   0.72209   0.11649   0.33374  -0.10403  -0.13230   0.10517  -0.81126   0.69791   0.97802   0.51474   0.24936   0.30848   0.47505
 344  -1.07295  -1.09857  -1.06205  -1.27333   0.10188  -0.03843   0.14605   0.36752   0.05064   0.33586   0.78015   0.40496  -0.09426   0.01247  -1.57537  -1.61961  -1.62642  -0.50352  -0.49430  -0.28390  -1.60205  -0.74708  -0.34186   0.20351  -0.34722  -0.27596   0.00538  -1.26425  -1.16012  -1.15550  -1.39312  -1.52305  -1.86530  -1.83416  -0.70917  -0.22872  -0.39846  -0.99594  -0.18502  -0.57786  -0.90436  -0.14059   0.08627  -0.24894   0.14713  -0.17287  -0.49758  -0.02922   0.05434  -0.37324  -1.38021  -0.19026  -1.90449  -1.94020  -2.20094  -1.21520  -0.39475   0.32977  -0.44068  -0.05435  -1.88093   0.65760  -0.18165
 345  -0.37172  -0.53239  -0.56687   0.31660   0.37046   0.27646   0.40290  -0.07569   0.70939   0.26332   0.21793   0.12967  -0.39260   1.24156   0.57369   0.60393  -0.01954   1.09024   0.84970   1.16888   0.34387   1.13971   0.80493   0.19651   1.28802   0.58185   0.61082   0.32002   0.25688   0.46417   0.00856   0.45685   0.60584   0.51498   0.68095   1.75985   0.87832   1.51340   1.22799   1.48607   1.15933   0.93535   0.99654   0.13129   0.70883   0.53441   0.44693   1.09335   1.13971   1.03622   0.42196   0.87027  -0.23326  -0.37172  -0.20028  -0.83928  -0.58018   0.43311   0.74308   1.09731   0.20841   0.81702   1.50637
 346   0.71405   0.41304  -0.12375  -0.16765   0.22650   1.05260   1.15139   0.60902   0.27608   0.37833   1.30983   1.17209   0.80493   0.70828   0.81153   0.24039  -0.00783   0.76270   0.71606   1.10915  -0.40377   0.30649   0.18103   1.45487   1.07050   0.67144   0.88466   0.65641   0.54049   0.68773   0.59928   0.77489   0.52907   0.40496   0.37046   0.50386   0.37046   0.62262   0.69395   0.19058   0.22174   0.09062   0.57129   0.51106   0.56452   0.27945   0.11015   1.39936   0.87832   0.24776   0.31244   0.26332   0.46972   0.12301   0.04707  -0.33666   1.61942   0.92414   0.64883   1.28802  -0.25084   1.25691   1.10915
 347   1.73451   1.79092   1.61942   1.92684   1.61942   1.48607   1.42514   1.53808   1.89216   0.87832   1.13636   1.35021   0.52724   1.83886   1.95847   1.61942   1.39936   1.48275   1.59142   1.76547   1.85880   1.68927   1.13971   1.69502   1.71949   1.50637   1.53808   1.99122   2.03526   1.85880   1.85880   1.79092   1.50917   1.83886   1.51340   1.66951   1.39070   1.59142   1.47780   1.71949   1.85880   1.78636   1.37991   1.48275   1.57246   1.30322   1.30983   1.72288   1.90415   1.61942   1.82816   1.64842   1.38422   1.35876   1.18493   1.09731   0.69791   0.98182   1.53808   1.83886   0.97802   1.65500   1.65391
 348  -0.16046  -1.23538   0.61718   0.97250   0.47661   0.60393   1.25143   1.02038   1.17209   1.06518   0.44125   0.62903   0.00025   1.05630  -0.76949   0.22556  -1.09767   0.46916   0.43725  -0.49225  -0.81667  -0.30510   0.42196  -0.23965  -0.84491   0.72304   0.16114  -0.39475  -0.92420   0.06015  -0.66797  -0.86608  -1.33332   0.13632  -0.99737  -0.90696  -1.39807  -1.17038  -0.40444  -0.99506  -1.08932  -1.51482  -0.94212  -1.97221  -0.95347  -0.67443  -1.39807  -0.58268  -1.07266  -1.09081  -1.28484  -0.84119  -1.75302  -0.48200  -0.93815   0.16233  -1.98767  -0.48370  -1.48723  -1.66974   0.14795  -2.05222   0.65760
 349  -0.56282   0.22506  -0.27596   0.61082  -0.04306  -0.78318  -0.47699  -0.93726  -0.21400  -0.39846  -0.84050  -0.25716  -1.14980   0.29356   0.21071  -0.13803  -0.20187   0.19836   0.22506   0.39797   0.22650   0.42285   0.45882  -1.51585  -0.07359   0.33660   0.39797  -0.18201   0.00538  -0.11980  -0.26351   0.38784  -0.17287   0.05403  -0.16046   0.17404  -0.14007   0.34146   0.36828  -0.12562   0.05434   0.64519  -0.15976  -1.26905  -0.88485  -0.36651  -0.33282  -0.75391  -0.02158  -0.35511   0.12729  -0.99034  -0.04416   1.06518  -0.88225   0.52378  -1.20681   1.82816  -0.67541   0.27608   0.36752  -0.58609   0.16742
 350  -1.61708  -1.39312  -1.36718   0.85660  -0.48621  -1.06553  -0.91742  -1.64082  -0.74035  -0.37295  -1.05413  -1.08813  -1.61556  -0.55043  -1.09155  -0.78669  -1.09767  -1.68255  -1.62960  -1.65189  -1.58312  -0.49865  -1.52443  -1.58312  -1.85439  -1.58433  -1.55238  -1.13787  -1.41018  -1.39655  -1.61582  -1.88289  -0.12562  -0.77024  -2.37679  -1.84201  -0.54542  -1.65815  -1.51074  -1.52305  -1.14980  -1.69419  -1.89879  -2.56308  -0.56458  -1.03918  -1.44054  -2.32969  -2.34778  -0.64789  -1.66841  -1.57297  -1.47120  -0.86016  -1.31119  -0.69015  -2.39910  -0.14226  -0.68172  -1.10429   0.32201  -1.68849  -1.41049
 351  -0.78702  -1.08073  -0.84119  -0.44816  -0.64483  -1.08649  -0.13302  -0.96785   0.07218  -0.04041  -0.31739  -0.35511  -1.00049   0.83781  -0.32927  -0.37841  -0.98177  -0.36334  -0.38031   0.04707  -0.73210   0.25196   0.02824  -0.20543  -0.75047  -0.40865  -0.40865  -0.22402  -0.33996  -1.00827  -0.78669  -1.04173  -0.33841   0.42104  -0.88370  -0.11071   0.04009  -0.78417   0.04960  -0.53239  -0.03356  -0.55495  -0.27424  -1.12440  -0.38489   0.06839   0.03198   0.01395  -0.44068   0.23440  -0.83052   0.02523  -1.29673  -0.45555  -0.38713  -0.29323  -0.42798   1.19690  -0.81165  -0.17031  -0.98350  -0.89882  -2.14730
 352  -2.55643  -2.56973  -2.77179  -1.62616   0.05373  -0.23756   0.01395   0.05434   0.65375   0.82475  -0.15414  -0.13445  -0.61675   1.01747  -2.31066  -2.27136  -2.00907  -0.55460  -0.59376  -0.00824  -2.36322  -0.61953  -0.55613  -0.43765  -0.75047  -0.71417  -0.48200  -2.60105  -2.70530  -1.97006  -2.64802  -2.70906  -3.04638  -2.78872  -0.33038  -0.49430  -0.66155  -0.99737  -0.45516  -1.19741  -0.95451  -0.76443  -0.65691  -0.51049   0.82475   0.39376   1.01747   0.36828  -0.90622  -0.62708  -2.04950  -0.20102  -2.23507  -2.35770  -2.00551  -2.40186   0.41499   0.30498   0.29390   0.45685  -2.46882   0.46175   1.24696
 353   0.84469   0.84801   0.51106   0.44427   0.28085  -0.34136   0.71172   0.65375   0.83064   0.65690   0.18478   0.51474   0.08627   0.99413   1.10270   1.23211   0.79405   0.60902   0.59189   1.09024   1.25691   1.18277   1.50637   0.71606   0.46916   1.02403   0.72304   0.63943   0.79843   0.02824   0.39376   1.07050   0.99654   1.07470   0.86164   1.26240   0.95231   0.97526   1.40819   1.18277   1.29148   1.09024   0.98911   0.93305   0.93305   0.96386   1.17979   1.19803   1.42514   1.69502   1.08404   1.65500   1.22799   0.93768   0.62669   1.12738   0.59650  -1.69120   1.05906   1.13198   1.10270   0.45826  -0.16925
 354  -2.49200  -1.70624  -1.96844  -1.35577  -0.32712  -0.94071   0.13837  -0.18075  -0.00181  -0.20297  -0.64018  -0.31577  -0.73450   0.46656  -2.10210  -1.88289  -2.23135   0.21793   0.23171  -1.71203  -1.78355  -0.72062  -0.10403  -0.12590  -1.51687   0.14570  -0.16311  -1.96273  -1.61683  -1.85790  -1.80867  -1.99519  -1.97113  -1.64146  -1.68187  -1.24116  -1.55368  -1.26905  -0.56687  -1.17831  -1.75709  -1.60804  -1.11171  -1.96184  -1.24775  -0.94920  -1.27333  -0.99737  -0.98792  -1.30416  -1.57058  -1.17506  -2.20094  -1.94387  -2.02810  -1.46103  -2.17905  -0.99142  -2.35770  -1.93206  -1.80061  -2.19376  -1.87016
 355   1.02403   1.21116   1.09731   1.76547   1.08404   1.24345   1.40660   1.48275   1.46121   1.13636   1.31828   1.54815   1.12738   1.47191   1.16888   1.30983   0.96124   1.68927   1.73451   1.80723   0.97250   1.59142   2.03526   1.90697   1.35876   1.82816   1.99122   1.12337   1.15139   1.19690   1.50917   1.30322   1.21795   1.45487   1.18493   1.62902   1.53808   1.50917   1.83886   1.61942   1.65500   1.72288   1.60881   0.60584   1.36506   1.64842   1.26240   1.52188   1.12738   1.47191   0.95736   1.53808   1.18277   1.59142   1.12337   1.48275   0.81702   0.13793   1.15933   1.43192   1.51340   1.21795   0.04009
 356   0.40723  -0.57875  -0.91180   0.13837  -1.05729  -0.09426  -0.48200  -0.48459  -0.62353  -0.47008  -0.04041  -0.31577  -0.68617  -0.44161  -0.63450  -0.51819  -0.58609  -0.67541  -0.66924  -0.16925  -0.83081  -1.07266  -0.04364   0.05737  -0.12562  -0.06585   0.10953  -0.44512  -0.38655  -0.29652  -0.30270  -0.95192   0.27646  -0.08796  -0.69645  -0.43765   0.02396  -0.78472  -0.44161  -0.35932  -0.08534   0.07483  -0.65585  -0.26958  -1.46935  -0.33052  -1.03918  -0.68548   0.15961  -1.02750  -0.54948  -0.14862  -0.50121  -0.04134  -0.41612  -0.61953  -0.43765   0.33286  -0.15976  -0.43580  -0.99764  -0.61675  -0.16311
 357  -1.90751  -1.49791  -1.65475  -1.10640  -1.71397  -1.86015  -1.23152  -1.49791  -2.26678  -1.87016  -1.70982  -1.96398  -2.23135  -2.13200  -1.99519  -1.97113  -2.64518  -2.06672  -2.17244  -2.24958  -2.08225  -1.93621  -1.76843  -2.03988  -2.05320  -2.22363  -2.01263  -1.55975  -1.61607  -1.68416  -1.59537  -2.35613  -1.69419  -1.54883  -2.46415  -2.34150  -2.15546  -2.72006  -2.27136  -2.50777  -2.74656  -2.62589  -1.92382  -1.07149  -1.62642  -1.67345  -2.80017  -2.22363  -2.48654  -2.42709  -2.32248  -2.32969  -2.45550  -1.56915  -1.47819  -1.47863  -1.37595  -1.25247  -2.42709  -1.52145  -1.37654  -2.28575  -1.57249
 358  -2.09354  -1.19353  -1.12501  -0.34722  -0.72062  -0.55356  -1.47382  -1.30324  -0.68033  -1.24358  -1.16796  -0.03475  -0.51149  -0.96207  -1.57249  -1.49545  -1.03918  -1.26905  -1.32013  -1.50915  -1.47251  -1.26196  -1.49066  -2.05847  -1.79040  -1.62999  -1.36385  -1.52168  -1.62162  -1.66354  -1.50149  -1.49143  -1.07266  -1.55001  -1.92041  -1.55238  -1.64211  -1.96273  -1.53226  -1.51482  -1.66735  -1.27173  -1.06553  -2.54289  -0.93433  -0.94701  -1.55975  -1.41655  -1.17151  -1.69147  -0.79175  -1.44012  -1.70761  -1.37219  -1.87016  -1.06205  -2.13454  -0.61194  -0.51894  -1.10052  -1.16796  -1.79369  -1.35402
 359  -2.92435  -2.14773  -2.34778  -1.65657  -0.85862  -1.62111  -0.67974  -1.37654  -1.52168  -0.93128  -1.44128  -1.24888  -1.04527  -1.31174  -2.03988  -1.88585  -1.69419  -1.89546  -1.88816  -1.71203  -2.34046  -1.51985  -1.61506  -1.83447  -1.96434  -1.68040  -2.16762  -2.39306  -2.50472  -2.23692  -2.08626  -2.03949  -2.37950  -1.97762  -1.12501  -1.62616  -1.34977  -2.40075  -1.57849  -1.86498  -1.96184  -1.51985  -1.43759  -2.34464  -1.55975  -1.17506  -1.49902  -1.90819  -2.02393  -2.03642  -2.02810  -1.53388  -2.32248  -1.65815  -1.93621  -1.57034  -0.55495  -0.62858  -0.23981  -0.03698  -2.07188  -1.93362  -0.82417
 360   0.98492   0.68095   0.66086   0.50838   0.21241   0.82057   1.09400   1.26240   1.30983   1.38422   1.36768   1.45487   1.51594   1.65391   0.85143   0.62669   0.43690   1.25143   1.51594   1.65391   0.84970   1.73451   1.47780   0.60941   1.21472   1.19803   0.94684   1.26240   1.21472   1.04297   0.91725   0.85143   1.57246   1.50917   1.78636   1.25691   1.70872   1.24490   1.36768   1.59319   1.78636   1.59319   1.66951   1.85161   1.51340   1.85880   1.90697   1.51340   1.80723   1.77437   0.90725   1.67267   0.83064   0.55899   0.76808   0.85143   1.35021   0.95231   0.99870   1.40819   0.20841   1.07955   1.23211
 361   0.49402   0.51498  -0.15677   0.18706  -0.16305   0.19147   0.08015  -0.00980   0.16178  -0.55321   0.16742   0.16742   0.39054   0.03198   0.52203   0.38784   0.01435   0.44693   0.44962   0.81153   0.38319   0.31824   0.06839   0.45031   0.16114   0.46656   0.44894   0.43162   0.17902   0.09485   0.70658   0.34716   0.74799   0.84726   0.99870   0.17723   0.61718   0.44427   0.57369   0.77818   0.47440   0.30848   0.89019   0.89019   1.28420   0.78203   0.22833   0.84970   1.09731   0.89839   0.45187   0.87832   0.04201   0.45603  -0.19827  -0.16308   0.97802   0.12646   0.07404   0.53441   0.19058   0.02824   0.39991
 362  -0.87181  -0.58098  -0.21685   0.27945  -0.49865  -0.71857   0.05737  -0.56203  -0.49151   0.93305  -0.26958  -0.08534   0.08429  -0.72062  -1.14665  -1.14665  -0.91305  -1.24914  -1.14178  -1.14178  -1.18009  -1.25317  -1.42110  -1.06335  -1.16315  -1.03861  -1.34458  -0.77816  -0.26039  -1.09155  -0.86608  -1.14178  -1.79144  -1.42483  -0.01471  -0.52391  -0.10251  -1.20514  -0.71366  -0.87241  -0.95063   0.02824  -0.38529  -1.03184  -0.78834  -0.15677   0.36790  -1.43980  -1.57058  -1.49813  -1.07149  -0.80129  -0.55356   0.04136   0.26727   0.75000   0.16114   0.57369   0.59189   0.99870  -0.16011  -0.84959   1.13198
 363  -2.00551  -1.52488  -1.69120  -0.71202  -1.75651  -1.47710  -1.16012  -1.30195  -0.98604  -1.21605  -0.68033  -0.50754  -1.44860  -0.78275  -1.92965  -1.61204  -2.04026  -0.88370  -0.91342  -0.90758  -1.80974  -0.63281  -0.66885  -1.12718  -1.21824  -0.66963  -0.40940  -1.48214  -1.57849  -1.66974  -1.41305  -1.71535  -1.50149  -1.20514  -1.15757  -0.88722  -1.15344  -2.03262  -0.95972  -1.37318  -1.00745  -0.76852  -0.51417  -2.16893  -1.68416  -0.01471  -0.76293  -1.15932  -1.94667  -0.95153  -1.99354  -0.62195  -2.35039  -1.54883  -1.72837  -1.17506  -1.97221  -0.62708  -1.05686  -1.28610  -1.10369  -2.48292  -0.55600
 364  -1.15201  -0.29323  -0.82189  -1.18433  -0.37571  -0.00428   1.53808  -0.25084   0.02999  -0.27596   0.89839   1.10915  -0.04041   1.85161   0.99654  -0.01359  -1.62401   1.95847   1.95847   1.92684   0.32201   1.59319   1.50917   1.85161   1.65391   1.80723   1.76547   1.65391   1.68927   1.59142   1.75985   1.42514   2.03526   1.90697   1.24490   0.58185   0.81508   1.78636   1.76547   0.40290   1.34441   1.21472   1.00635   1.47191   0.94684   1.80723   0.77818   0.75000   1.46121   1.74456  -2.48654   1.24696  -1.85790  -0.78078  -0.73200  -0.42358   1.15139   0.27945   0.75000   1.45487  -1.18132   1.53337   0.93768
 365  -0.75609   0.46656  -1.17782  -0.40865  -0.44442  -1.60728  -0.12375   0.41706  -1.56334  -0.93726   0.07849  -1.43948   0.19651  -0.03072   0.14280   0.04960   0.18897  -0.18165  -0.19955  -0.76949   0.29009  -0.56907  -0.53333  -1.58312  -1.48877  -0.97737  -0.84491  -1.22469  -0.67354  -0.76970  -1.18344  -1.67745  -1.33960  -0.98940  -2.08184  -2.02660  -2.02810  -1.85439  -1.56915  -1.98234  -2.13707  -1.86562  -1.17920  -1.06495  -0.66885  -0.85709  -0.32535  -1.74055  -0.24124  -0.67286   0.69347  -0.69645  -0.91717  -1.20648  -0.91018  -0.39031  -1.37496  -0.99927  -1.15201  -1.70761  -0.12590  -1.92382  -0.15806
 366  -0.84410  -0.76852  -0.70568  -1.25913  -0.15274  -0.08717  -1.31379   0.04707  -0.35932  -1.06524  -1.00389  -0.91056   0.12478  -0.99872  -0.34186  -0.30270  -1.42234  -0.31862  -0.31972  -1.45877  -0.58255  -0.22872  -0.56907  -1.45094  -1.26603  -0.71734  -1.04527  -0.18120  -0.55321  -0.36615  -0.46164  -0.69375  -0.71202  -0.51149  -1.04017  -1.29938  -0.64789  -0.65489  -1.28565  -1.09081  -0.20297  -0.11093  -0.78417  -0.23484  -0.44294  -0.91056  -0.25084  -1.35170  -0.80129  -1.56334  -1.56915  -1.45041  -1.54296  -0.78834  -0.95347  -1.08813   0.05150   0.00985  -0.30585  -1.00389  -1.03890  -0.37579  -0.27161
 367  -2.19465  -1.66499  -2.17838  -1.97583  -1.62921  -1.79369  -1.55001  -1.63954  -1.59993  -2.12780  -1.86143  -1.93206  -1.37595  -0.50158  -1.43548  -1.49166  -1.93517  -0.67708  -0.65691  -0.96890  -1.49679  -0.90696  -0.83726  -1.80759  -1.19419  -1.11057  -1.12501  -1.43464  -1.50250  -1.49835  -1.54085  -1.54109  -1.39312  -1.52168  -1.46990  -0.92521  -1.23736  -1.33693  -1.11019  -1.56915  -1.52809  -1.34458  -0.98230  -0.94701  -1.47120  -0.21010  -0.69575  -1.46881  -1.96398  -1.01874  -1.65815  -0.88916  -1.97583  -1.71397  -1.79040  -1.03791  -1.56915  -1.78355  -2.39306  -1.22078  -1.49344  -1.46555  -1.33029
